Gyógyszer neve;Hatóanyag;ATC-kód;Forgalomba hozatali eng. jogosultja;Nyilvántartási szám;Kiszerelés;Kiadhatóság;KP besorolás;Státusz;Engedélyezés dátuma;Törlés dátuma;
Temozolomide Sandoz   5 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide Sandoz  20 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide Sandoz 100 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide Sandoz 140 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide Sandoz 180 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide Sandoz 250 mg kemény kapszula;temozolomide;L01AX03;Sandoz GmbH;EU/1/10/617;20 X   - HDPE palackban, 20 X   - üvegpalackban, 20 X 1 - tasakban, 5 X   - HDPE palackban, 5 X   - üvegpalackban, 5 X 1 - tasakban;Sz ;;CTT;2010.03.15;2022.09.15;
Temozolomide SUN   5 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide SUN  20 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide SUN 100 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide SUN 140 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide SUN 180 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide SUN 250 mg kemény kapszula;temozolomide;L01AX03;Sun Pharmaceutical Industries Europe B.V.;EU/1/11/697;20 X   - -, 20 X 1 - adagonként perforált buborékcsomagolásban, 5 X   - -, 5 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2011.07.13;..;
Temozolomide Teva   5 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
Temozolomide Teva  20 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
Temozolomide Teva 100 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
Temozolomide Teva 140 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
Temozolomide Teva 180 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
Temozolomide Teva 250 mg kemény kapszula;temozolomide;L01AX03;Teva B.V.;EU/1/09/606;20 X   - üveg tartályban, 5 X   - üveg tartályban;Sz ;;CTK;2010.01.28;..;
TEMSIROLIMUS ACCORD 30 mg koncentrátum és oldószer oldatos infúzióhoz;temsirolimus;L01EG01;Accord Healthcare Polska Sp. z o.o.;OGYI-T-23868;1 X 1.2 ml injekciós üvegben;Sz ;;TT;2021.04.29;2025.01.23;
Temybric Ellipta 92 mikrogramm/55 mikrogramm/22 mikrogramm adagolt inhalációs por;fluticasone furoate, umeclidinium bromide, vilanterol;R03AL08;GlaxoSmithKline Trading Services Ltd.;EU/1/19/1378;1 X 14 adag inhalátorban, 1 X 30 adag inhalátorban, 3 X 30 adag inhalátorban;V ;;CTT;2019.06.12;2022.08.19;
TENAXUM 1 mg tabletta;rilmenidine;C02AC06;Egis Gyógyszergyár Zrt.;OGYI-T-05802;30 X   - buborékcsomagolásban;V  ;;TK;1997.01.01;..;
Tenecteplase Boehringer Ingelheim Pharma GmbH&Co.KG  6000 egység (30 mg) por és oldószer oldatos i;tenecteplase;B01AD;Boehringer Ingelheim International GmbH;EU/1/00/168;;V  ;;CTT;2001.02.23;2005.08.09;
Tenecteplase Boehringer Ingelheim Pharma GmbH&Co.KG  8000 egység (40 mg) por és oldószer oldatos i;tenecteplase;B01AD;Boehringer Ingelheim International GmbH;EU/1/00/168;;V  ;;CTT;2001.02.23;2005.08.09;
Tenecteplase Boehringer Ingelheim Pharma GmbH&Co.KG 10000 egység (50 mg) por és oldószer oldatos i;tenecteplase;B01AD;Boehringer Ingelheim International GmbH;EU/1/00/168;;V  ;;CTT;2001.02.23;2005.08.09;
Tenkasi 1200 mg por oldatos infúzióhoz való koncentrátumhoz;oritavancin diphosphate;J01XA05;Menarini International Operations Luxembourg S.A.;EU/1/15/989;1 X   - injekciós üvegben;I ;;CTK;2023.09.15;..;
Tenkasi 400 mg por oldatos infúzióhoz való koncentrátumhoz;oritavancin diphosphate;J01XA05;Menarini International Operations Luxembourg S.A.;EU/1/15/989;3 X 400 mg injekciós üvegben;I ;;CTK;2015.03.19;..;
TENLORIS  50 mg/ 5 mg filmtabletta;losartan potassium, amlodipine;C09DB06;Krka d.d.,;OGYI-T-22612;10 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V ;;TK;2014.01.29;..;
TENLORIS  50 mg/10 mg filmtabletta;losartan potassium, amlodipine;C09DB06;Krka d.d.,;OGYI-T-22612;10 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V ;;TK;2014.01.29;..;
TENLORIS 100 mg/ 5 mg filmtabletta;losartan potassium, amlodipine;C09DB06;Krka d.d.,;OGYI-T-22612;10 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V ;;TK;2014.01.29;..;
TENLORIS 100 mg/10 mg filmtabletta;losartan potassium, amlodipine;C09DB06;Krka d.d.,;OGYI-T-22612;10 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 56 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V ;;TK;2014.01.29;..;
TENOFERA 245 mg filmtabletta;tenofovir disoproxil fumarate;J05AF07;Mensana Pharma Ltd.;OGYI-T-23642;30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban, 60 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;Sz ;;TT;2020.02.26;2024.11.21;
TENOFOVIR DISOPROXIL ACCORDPHARMA 245 mg filmtabletta;tenofovir disoproxil fumarate;J05AF07;Accord Healthcare Polska Sp. z o.o.;OGYI-T-23609;30 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;TK;2019.10.30;..;
Tenofovir disoproxil Mylan 245 mg filmtabletta;tenofovir disoproxil maleate;J05AF07;Mylan Pharmaceuticals Limited;EU/1/16/1129;10 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban, 30 X 1 - adagonként perforált buborékcsomagolásban, 90 X   - HDPE tartályban;Sz ;;CTT;2016.12.08;2024.10.01;
TENOFOVIR DISOPROXIL SANDOZ 245 mg filmtabletta;tenofovir disoproxil fumarate;J05AF07;Sandoz Hungária Kft.;OGYI-T-23141;30 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;Sz ;;TT;2017.01.05;2020.11.17;
Tenofovir disoproxil Viatris 245 mg filmtabletta;tenofovir disoproxil maleate;J05AF07;Viatris Ltd.;EU/1/16/1129;10 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban, 30 X 1 - adagonként perforált buborékcsomagolásban, 90 X   - HDPE tartályban;Sz ;;CTK;2016.12.08;..;
Tenofovir disoproxil Zentiva 245 mg filmtabletta;tenofovir disoproxil phosphate;J05AF07;Zentiva, k.s.;EU/1/16/1127;30 X   - HDPE tartályban, 90 X   - HDPE tartályban;Sz ;;CTK;2016.09.15;..;
TENOFOVIR ONKOGEN 245 mg filmtabletta;tenofovir disoproxil fumarate;J05AF07;Onkogen Kft.;OGYI-T-23823;30 X   - buborékcsomagolásban, 30 X   - HDPE tartályban;Sz ;;TK;2021.02.09;..;
TENOFOVIR TEVA 245 mg filmtabletta;tenofovir disoproxil fumarate;J05AF07;Teva Gyógyszergyár Zrt.;OGYI-T-22903;3 X 30 - HDPE tartályban, 3 X 30 - HDPE tartályban, 30 X   - HDPE tartályban, 30 X   - HDPE tartályban;Sz ;;TK;2015.08.27;..;
TENOX  5 mg tabletta;amlodipine;C08CA01;Krka d.d.,;OGYI-T-09945;30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TK;2004.11.30;..;
TENOX 10 mg tabletta;amlodipine;C08CA01;Krka d.d.,;OGYI-T-09945;30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TK;2004.11.30;..;
TENOX 10 mg tabletta;amlodipine;C08CA01;LTD Future Pharma Kft.;OGYI-PI-0075;30 X   - buborékcsomagolásban;V ;;TT;2017.05.11;2022.05.12;
TENSART  40 mg filmtabletta;valsartan;C09CA03;Egis Gyógyszergyár Zrt.;OGYI-T-21506;30 X   - buborékcsomagolásban;V ;;TK;2010.10.28;..;
TENSART  80 mg filmtabletta;valsartan;C09CA03;Egis Gyógyszergyár Zrt.;OGYI-T-21506;30 X   - buborékcsomagolásban;V ;;TK;2010.10.28;..;
TENSART 160 mg filmtabletta;valsartan;C09CA03;Egis Gyógyszergyár Zrt.;OGYI-T-21506;30 X   - buborékcsomagolásban;V ;;TK;2010.10.28;..;
TENSART HCT  80 mg/12,5 mg filmtabletta;valsartan, hydrochlorothiazide;C09DA03;Egis Gyógyszergyár Zrt.;OGYI-T-21032;28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;V ;;TK;2009.10.08;..;
TENSART HCT 160 mg/12,5 mg filmtabletta;valsartan, hydrochlorothiazide;C09DA03;Egis Gyógyszergyár Zrt.;OGYI-T-21032;28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;V ;;TK;2009.10.08;..;
TENSART HCT 160 mg/25 mg filmtabletta;valsartan, hydrochlorothiazide;C09DA03;Egis Gyógyszergyár Zrt.;OGYI-T-21032;28 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;V ;;TK;2009.10.08;..;
TENSIOMIN  12,5 mg tabletta;captopril;C09AA01;Egis Gyógyszergyár Zrt.;OGYI-T-03699;200 X   - -, 30 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TK;1987.01.01;..;
TENSIOMIN  25 mg tabletta;captopril;C09AA01;Egis Gyógyszergyár Zrt.;OGYI-T-03699;30 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TK;1985.01.01;..;
TENSIOMIN  50 mg tabletta;captopril;C09AA01;Egis Gyógyszergyár Zrt.;OGYI-T-03699;20 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TK;1985.01.01;..;
TENSIOMIN 100 mg tabletta;captopril;C09AA01;Egis Gyógyszergyár Zrt.;OGYI-T-03699;20 X   - buborékcsomagolásban, 90 X   - buborékcsomagolásban;V  ;;TT;1985.01.01;2020.09.11;
TENTACIA 3 mg/0,02 mg filmtabletta;drospirenone, ethinylestradiol;G03AA12;Richter Gedeon Nyrt.;OGYI-T-21870;1 X 28 - buborékcsomagolásban, 13 X 28 - buborékcsomagolásban, 3 X 28 - buborékcsomagolásban, 6 X 28 - buborékcsomagolásban;V ;;TK;2011.10.05;..;
TENUTAN  50 mg kemény kapszula;doxycycline;J01AA02;PannonPharma Kft.;OGYI-T-04516;60 X   - buborékcsomagolásban;V  ;;TK;1995.06.01;..;
Tepadina  15 mg por oldatos infúzióhoz való koncentrátumhoz;Thiotepa;L01AC01;Adienne S.r.l.;EU/1/10/622;1 X 10 mg/ml injekciós üvegben;I ;;CTK;2010.03.15;..;
Tepadina 100 mg por oldatos infúzióhoz való koncentrátumhoz;Thiotepa;L01AC01;Adienne S.r.l.;EU/1/10/622;1 X 10 mg/ml injekciós üvegben;I ;;CTK;2010.03.15;..;
Tepadina 200 mg por és oldószer oldatos infúzióhoz;Thiotepa;L01AC01;Adienne S.r.l.;EU/1/10/622;1 X   - infúziós zsákban;I ;;CTK;2024.04.09;..;
Tepadina 400 mg por és oldószer oldatos infúzióhoz;Thiotepa;L01AC01;Adienne S.r.l.;EU/1/10/622;1 X   - infúziós zsákban;I ;;CTK;2021.03.26;..;
TEPERINEP 10 mg filmtabletta;amitriptyline;N06AA09;Extractum-Pharma zrt.;OGYI-T-03398;100 X   - buborékcsomagolásban, 100 X   - HDPE tartályban, 30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;TK;2014.11.06;..;
TEPERINEP 25 mg filmtabletta;amitriptyline;N06AA09;Extractum-Pharma zrt.;OGYI-T-03398;100 X   - buborékcsomagolásban, 100 X   - HDPE tartályban, 30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;TK;2014.11.06;..;
TEPERINEP 50 mg filmtabletta;amitriptyline;N06AA09;Extractum-Pharma zrt.;OGYI-T-03398;100 X   - buborékcsomagolásban, 100 X   - HDPE tartályban, 30 X   - buborékcsomagolásban, 60 X   - buborékcsomagolásban;J ;;TK;2014.11.06;..;
Tepkinly 4 mg/0,8 ml koncentrátum oldatos injekcióhoz;epcoritamab;L01FX27;AbbVie Deutschland GmbH & Co. KG ;EU/1/23/1759;1 X 0.8 ml injekciós üvegben;I ;;CTT;2023.10.05;2024.10.01;
Tepkinly 4 mg/0,8 ml oldatos injekció;epcoritamab;L01FX27;AbbVie Deutschland GmbH & Co. KG ;EU/1/23/1759;1 X 0.8 ml injekciós üvegben;I ;;CTK;2023.10.05;..;
Tepkinly 48 mg oldatos injekció;epcoritamab;L01FX27;AbbVie Deutschland GmbH & Co. KG ;EU/1/23/1759;1 X 0.8 ml injekciós üvegben;I ;;CTK;2023.10.23;..;
Tepmetko 225 mg filmtabletta;tepotinib;L01EX21;Merck Europe B.V. ;EU/1/21/1596;60 X   - buborékcsomagolásban;Sz ;;CTK;2022.02.16;..;
TERBIGEN 250 mg tabletta;terbinafine;D01BA02;Mylan Ireland Ltd.;OGYI-T-10544;28 X   - buborékcsomagolásban, 30 X   - HDPE tartályban;V ;;TT;2005.11.22;2020.05.11;
TERBINAFIN HEXAL 250 mg tabletta;terbinafine;D01BA02;Sandoz Hungária Kft.;OGYI-T-10029;14 X   - buborékcsomagolásban, 30 X   - buborékcsomagolásban;V  ;;TK;2005.02.02;..;
TERBINAFIN MOBERG PHARMA 98 mg/ml külsõleges oldat;terbinafine;D01AE15;Moberg Pharma AB (publ);OGYI-T-24270;1 X  10 ml tartályban, 1 X  5 ml tubusban, 1 X 10 ml tubusban, 1 X 5  ml tubusban, 1 X 5  ml tubusban;VN ;;TK;2023.08.02;..;
TERBINAFIN WAGNER 10 mg/g külsõleges oldatos spray;terbinafine hydrochloride;D01AE15;Wagner-Pharma Kft.;OGYI-T-22697;1 X   - tartályban;VN ;;TK;2014.07.23;..;
TERBINAFINE-Q PHARMA 250 mg tabletta;terbinafine;D01BA02;Q PHARMA Kft.;OGYI-T-20358;14 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban;V ;;TK;2007.05.30;..;
TERBINER 250 mg tabletta;terbinafine;D01BA02;Mediner Kft.;OGYI-T-20357;14 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban;V ;;TK;2007.05.30;..;
TERBISIL 10 mg/g krém;terbinafine;D01AE15;Richter Gedeon Nyrt.;OGYI-T-07454;1 X 15 g tubusban, 1 X 7.5 g tubusban;VN  ;;TK;2000.06.07;..;
TERBISIL 250 mg tabletta;terbinafine;D01BA02;Richter Gedeon Nyrt.;OGYI-T-07454;14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban;V  ;;TK;2000.06.07;..;
TERBISIL KID 125 mg tabletta;terbinafine;D01BA02;Richter Gedeon Nyrt.;OGYI-T-07454;14 X   - buborékcsomagolásban;V  ;;TK;2000.06.07;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C  4);;;BOIRON;OGYI-HGAL-337C4;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C  5);;;BOIRON;OGYI-HGAL-337C5;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C  6);;;BOIRON;OGYI-HGAL-337C6;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C  9);;;BOIRON;OGYI-HGAL-337C9;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C 12);;;BOIRON;OGYI-HGAL-337C12;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C 15);;;BOIRON;OGYI-HGAL-337C15;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C 30);;;BOIRON;OGYI-HGAL-337C30;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
Terebinthina (Terebenthinae aetheroleum) golyócskák (C200);;;BOIRON;OGYI-HGAL-337C200;1 X 4 g multi dose;VN ;;TK;2002.08.01;..;
TERFIN 250 mg tabletta;terbinafine;D01BA02;Teva Gyógyszergyár Zrt.;OGYI-T-09601;14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban;V  ;;TT;2004.04.29;2024.06.06;
TERGIO 14 mg filmtabletta;teriflunomide;L04AA31;Viatris Ltd.;OGYI-T-24251;28 X   - buborékcsomagolásban;Sz ;;TK;2023.06.28;..;
TERIFLUNOMID ONKOGEN 14 mg filmtabletta;teriflunomide;L04AA31;Onkogen Kft.;OGYI-T-24340;28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban;Sz ;;TK;2024.02.06;..;
Teriflunomide Accord 14 mg filmtabletta;teriflunomide;L04AA31;Accord Healthcare S.L.U.;EU/1/22/1693;28 X   - buborékcsomagolásban, 28 X 1 - adagonként perforált buborékcsomagolásban, 84 X   - buborékcsomagolásban, 84 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2022.11.09;..;
Teriflunomide Accord 7 mg filmtabletta;teriflunomide;L04AA31;Accord Healthcare S.L.U.;EU/1/22/1693;14 X   - buborékcsomagolásban, 14 X 1 - adagonként perforált buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X 1 - adagonként perforált buborékcsomagolásban, 84 X   - buborékcsomagolásban, 84 X 1 - adagonként perforált buborékcsomagolásban, 98 X   - buborékcsomagolásban, 98 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2024.04.25;..;
TERIFLUNOMIDE ELPEN 14 mg filmtabletta;teriflunomide;L04AK02;ELPEN Co.Inc.;OGYI-T-24330;10 X   - buborékcsomagolásban, 10 X 1 - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;Sz ;;TK;2024.01.19;..;
TERIFLUNOMIDE G.L. PHARMA 14 mg filmtabletta;teriflunomide;L04AK02;G.L. Pharma GmbH;OGYI-T-24255;28 X   - buborékcsomagolásban;Sz ;;TK;2023.07.11;..;
TERIFLUNOMIDE MSN 14 mg filmtabletta;teriflunomide;L04AA31;MSN Labs Europe Limited;OGYI-T-24189;10 X 1 - adagonként perforált buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;Sz ;;TK;2023.02.14;..;
Teriflunomide Mylan 14 mg filmtabletta;teriflunomide;L04AA31;Mylan Pharmaceuticals Limited;EU/1/22/1698;; ;;ATT;2022.11.09;2024.11.13;
TERIFLUNOMIDE NEURAXPHARM 14 mg filmtabletta;teriflunomide;L04AA31;Neuraxpharm Hungary Kft;OGYI-T-24360;28 X   - buborékcsomagolásban, 28 X 1 - buborékcsomagolásban, 84 X   - buborékcsomagolásban;Sz ;;TT;2024.03.21;2024.11.11;
TERIFLUNOMIDE PHARMASCIENCE 14 mg filmtabletta;teriflunomide;L04AA31;Pharmascience International Ltd.;OGYI-T-24180;10 X 1 - adagonként perforált buborékcsomagolásban, 14 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 98 X   - buborékcsomagolásban;Sz ;;TK;2023.01.24;..;
TERIFLUNOMIDE PHARMATHEN 14 mg filmtabletta;teriflunomide;L04AA31;Pharmathen S.A.;OGYI-T-24398;28 X   - buborékcsomagolásban;Sz ;;TK;2024.06.04;..;
TERIFLUNOMIDE SANDOZ 14 mg filmtabletta;teriflunomide;L04AA31;Sandoz Hungária Kft.;OGYI-T-24164;28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;TK;2022.11.28;..;
TERIFLUNOMIDE STADA 14 mg filmtabletta;teriflunomide;L04AA31;Stada Arzneimittel AG;OGYI-T-24148;14 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban;Sz ;;TK;2022.11.02;..;
TERIFLUNOMIDE TEVA 14 mg filmtabletta;teriflunomide;L04AA31;Teva B.V.;OGYI-T-24277;28 X   - buborékcsomagolásban, 28 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;TT;2023.08.22;2024.08.26;
Teriflunomide Viatris 14 mg filmtabletta;teriflunomide;L04AA31;Viatris Ltd.;EU/1/22/1698;14 X   - buborékcsomagolásban, 14 X   - buborékcsomagolásban, 14 X 1 - adagonként perforált buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X   - buborékcsomagolásban, 28 X 1 - adagonként perforált buborékcsomagolásban, 84 X   - buborékcsomagolásban, 84 X   - buborékcsomagolásban, 84 X   - HDPE tartályban, 84 X 1 - adagonként perforált buborékcsomagolásban, 98 X   - buborékcsomagolásban, 98 X   - HDPE tartályban, 98 X 1 - adagonként perforált buborékcsomagolásban;Sz ;;CTK;2022.11.09;..;
